Proteins,isoelectric point,negatively charged particle,positively charged particle,absorbance
YNR053C,9.51617,66,87,1.12646
YNR063W,6.1463,76,71,0.96817
YNR064C,4.97101,34,23,1.40707
YNR065C,4.93683,175,124,0.94798
YNR068C,9.32477,32,42,0.65874
YNR069C,5.52887,67,55,0.69961
YOL001W,9.10626,30,38,0.69147
YOL003C,8.54669,34,39,2.2976
YOL004W,5.38861,216,162,0.86443
YOL005C,5.39105,19,16,0.63201
YOL006C,8.82782,135,147,1.04623
YOL009C,4.33026,50,23,0.84417
YOL010W,8.95099,39,45,0.89395
YOL011W,4.85223,70,49,1.19792
YOL012C,10.6507,10,27,0.31297
YOL014W,6.24139,9,8,2.19412
YOL015W,9.73785,55,88,0.98347
YOL016C,5.71893,69,60,0.82751
YOL017W,6.47882,104,100,0.93329
YOL018C,5.10468,71,53,0.43041
YOL021C,6.22076,139,130,0.78752
YOL034W,8.38116,172,178,0.47086
YOL035C,7.95282,4,5,1.24748
YOL038W,6.91644,35,35,0.68252
YOL041C,9.45148,76,97,0.31632
YOL043C,8.77557,51,59,1.50307
YOL044W,8.61664,44,49,0.44533
YOL051W,9.81024,71,111,0.39374
YOL054W,4.2663,115,48,0.69634
YOL055C,5.81232,69,59,1.19947
YOL059W,6.60211,51,47,0.96609
YOL061W,6.83234,47,46,0.55613
YOL063C,5.44281,124,99,1.29957
YOL064C,5.78534,47,39,0.82123
YOL066C,6.09772,85,76,1.04997
YOL067C,5.89178,22,21,0.47671
YOL068C,8.72467,58,66,0.72295
YOL069W,4.52643,85,51,0.43136
YOL070C,5.64789,79,72,0.31973
YOL073C,7.7431,21,22,2.09008
YOL077C,9.31158,36,45,0.77988
YOL078W,6.25348,167,154,0.47504
YOL081W,6.59259,336,315,0.78814
YOL082W,4.70148,67,41,0.93375
YOL083W,5.33282,55,45,0.65985
YOL086C,6.21014,36,32,1.33953
YOL090W,5.74176,136,114,0.73799
YOL094C,9.16498,35,42,0.6032
YOL095C,8.76422,74,83,1.04083
YOL100W,9.64996,112,167,0.64291
YOL103W-B,8.22479,192,198,0.97416
YOL106W,4.80206,9,4,1.43473
YOL108C,9.39496,23,28,0.89023
YOL111C,9.2049,24,29,0.65186
YOL113W,8.89948,83,94,1.16042
YOL115W,5.30707,103,79,0.78321
YOL117W,4.86639,113,84,0.82337
YOL123W,5.42401,71,62,0.75542
YOL128C,7.18719,44,44,0.88207
YOL131W,5.16888,18,14,0.5828
YOL132W,4.76447,71,43,1.04744
YOL133W,5.49481,18,14,2.44805
YOL135C,6.45563,28,27,0.9236
YOL139C,5.29108,35,26,1.93701
YOL145C,5.94635,173,157,0.94986
YOL147C,9.84418,17,31,1.48074
YOL148C,9.61188,54,73,0.53956
YOL149W,5.62091,28,24,1.31843
YOL150C,10.09332,3,12,1.4606
YOL152W,8.86163,52,63,1.59066
YOL156W,8.72772,38,45,1.75349
YOR001W,6.66571,108,105,0.92358
YOR005C,8.64825,123,135,1.11917
YOR007C,4.6806,55,37,0.44374
YOR014W,5.92047,95,83,0.66574
YOR016C,6.31464,23,22,1.0487
YOR027W,5.44867,97,84,0.8168
YOR029W,9.72064,3,10,2.11321
YOR034C,6.26898,76,69,1.41732
YOR035C,5.44598,102,87,0.45432
YOR036W,4.85297,47,36,0.55899
YOR037W,9.60028,34,52,1.32614
YOR038C,8.57574,93,101,1.11074
YOR039W,5.6806,39,33,1.09277
YOR042W,4.70306,93,57,0.56476
YOR043W,5.7348,64,54,1.03676
YOR045W,5.8764,3,3,0.23254
YOR046C,6.99054,67,67,0.38563
YOR047C,9.04681,47,54,1.04944
YOR049C,6.85748,28,27,1.51924
YOR051C,4.69757,91,54,0.76017
YOR054C,4.48102,127,73,0.55263
YOR057W,6.08502,63,59,1.32605
YOR061W,8.68475,41,46,1.50788
YOR063W,10.29376,36,76,1.29419
YOR064C,8.48859,32,36,0.88975
YOR066W,9.96893,39,68,0.33913
YOR069W,5.08649,116,91,0.66851
YOR074C,6.66693,45,44,1.11322
YOR075W,5.44562,55,45,0.61448
YOR079C,5.13324,26,15,1.20351
YOR080W,9.12457,81,103,0.80117
YOR082C,9.26874,2,8,1.03576
YOR083W,6.28143,42,38,0.34832
YOR084W,8.39923,40,43,0.86389
YOR085W,8.68768,24,28,0.91267
YOR089C,5.25189,30,24,0.68109
YOR090C,8.69635,67,72,0.69352
YOR097C,9.35822,16,23,1.04714
YOR098C,9.62897,91,123,0.11622
YOR101W,5.24579,42,37,0.70503
YOR106W,6.56561,37,35,0.19879
YOR110W,4.8277,69,46,1.36961
YOR114W,9.84943,30,55,1.08606
YOR116C,8.49786,176,187,0.72459
YOR117W,4.93207,73,57,0.30183
YOR119C,6.1286,88,81,0.66222
YOR122C,5.47113,13,10,1.46703
YOR127W,6.02948,135,124,0.67637
YOR128C,6.92645,62,61,0.4887
YOR131C,6.17706,31,28,0.35648
YOR133W; YDR385W,5.92267,113,102,0.80182
YOR136W,8.82416,34,38,0.48529
YOR146W,7.72211,4,5,0.54725
YOR151C,6.09235,170,153,0.78678
YOR154W,5.3559,89,72,0.73364
YOR155C,5.26117,67,52,1.08807
YOR156C,6.83429,76,74,0.77941
YOR157C,6.12994,27,23,1.07579
YOR159C,5.04449,12,10,0.54217
YOR161C,8.58575,31,37,1.77095
YOR164C,5.05695,46,33,1.24201
YOR165W,5.15167,131,98,1.0782
YOR171C,6.02521,80,73,0.78017
YOR172W,6.92157,96,95,1.21378
YOR173W,6.14813,49,42,1.46422
YOR177C,7.89227,76,78,0.59633
YOR178C,5.42804,95,75,0.77916
YOR181W,9.25299,48,55,0.4886
YOR187W,6.18939,57,51,0.28736
YOR190W,5.52423,60,47,2.25087
YOR191W,7.3255,229,229,0.63388
YOR194C,4.28986,61,29,0.87607
YOR197W,5.16449,41,31,1.04446
YOR198C,9.18317,84,96,0.19089
YOR201C,9.2254,42,53,0.81618
YOR202W,5.92841,29,22,0.31427
YOR206W,8.58722,103,109,0.72812
YOR207C,8.40448,137,145,0.74076
YOR210W,7.65314,11,12,1.26486
YOR212W,5.78656,44,38,1.48055
YOR213C,5.62091,38,30,0.97215
YOR215C,9.60052,25,36,0.9393
YOR224C,4.52594,21,14,1.16042
YOR226C,9.58929,13,22,0.3742
YOR229W,4.83539,71,46,1.11876
YOR230W,5.18243,58,42,1.23207
YOR232W,7.85577,38,39,0.11432
YOR233W,9.50323,92,118,0.77531
YOR243C,7.60712,101,102,0.71791
YOR244W,7.5788,68,69,1.48473
YOR252W,10.065,24,39,0.34143
YOR254C,5.11176,99,75,1.0109
YOR257W,4.43329,39,20,0.40398
YOR259C,5.53021,74,63,0.27648
YOR260W,4.78253,88,59,0.70298
YOR261C,5.42645,55,45,0.56914
YOR264W,6.63531,62,61,0.38816
YOR267C,6.867,92,87,0.58539
YOR270C,5.28424,103,76,1.4187
YOR271C,9.83466,23,36,0.83866
YOR272W,6.47467,59,56,1.16554
YOR275C,5.71759,90,82,0.92131
YOR284W,9.04877,27,33,0.7836
YOR285W,5.91486,17,14,1.65866
YOR288C,9.6142,33,53,0.99897
YOR290C,6.54193,237,228,0.65478
YOR293W,8.73077,13,15,1.7183
YOR294W,9.46259,30,38,1.21761
YOR299W,5.04059,91,68,1.1301
YOR308C,6.34955,105,100,0.3226
YOR310C,8.95502,89,98,0.56158
YOR311C,8.88678,23,27,1.89192
YOR312C,10.30243,15,35,1.19443
YOR319W,9.14532,24,30,0.85643
YOR324C,9.40399,64,79,0.34142
YOR325W,8.52057,11,15,0.16975
YOR327C,8.85028,13,15,1.08861
YOR329C,7.42181,68,68,0.50902
YOR331C,8.74237,9,13,1.06561
YOR332W,5.33356,41,37,0.28144
YOR335C,5.4953,151,130,0.88158
YOR339C,4.71088,22,14,1.93178
YOR340C,4.80255,53,32,0.94331
YOR341W,6.64862,216,209,0.68369
YOR355W,8.73383,53,57,0.55261
YOR358W,4.50116,48,25,0.62185
YOR361C,5.71454,111,97,1.45832
YOR362C,5.0423,45,30,0.83318
YOR368W,5.14337,65,49,0.3461
YOR374W,6.30597,59,56,0.96866
YOR380W,7.93048,54,56,1.22319
YOR386W,9.21869,60,78,2.04178
YPL002C,5.51373,35,30,1.17108
YPL003W,5.19769,62,50,1.29409
YPL004C,4.61505,67,38,0.86392
YPL011C,4.66486,62,39,0.71149
YPL012W,6.60748,154,150,0.62953
YPL016W,8.87042,103,115,0.50488
YPL019C,6.95917,118,117,1.06606
YPL022W,5.29706,174,138,0.87411
YPL026C,5.01898,64,40,0.82637
YPL029W,9.08771,86,102,1.04609
YPL031C,8.28143,33,35,1.26813
YPL034W,9.69696,16,30,1.3722
YPL036W,4.91351,114,80,1.1539
YPL038W,9.42206,20,28,0.10814
YPL042C,9.58563,51,75,1.17517
YPL043W,9.11603,122,138,0.4514
YPL049C,8.61737,49,52,0.70843
YPL050C,6.35602,50,45,1.45657
YPL051W,5.99176,29,27,1.36906
YPL061W,5.31476,63,54,0.85852
YPL066W,9.42657,39,56,0.60245
YPL070W,8.60602,71,76,0.4952
YPL076W,9.42548,18,27,2.21322
YPL078C,9.15887,27,32,0.54095
YPL082C,6.13251,234,213,0.71466
YPL084W,5.27386,133,110,0.93873
YPL085W,5.2121,293,220,0.69855
YPL086C,9.11407,68,84,1.07664
YPL093W,8.91376,98,108,0.61397
YPL094C,9.73102,24,43,1.25135
YPL097W,9.22284,49,62,0.82633
YPL111W,5.38226,41,30,0.94331
YPL112C,9.09662,44,53,1.08795
YPL115C,6.37799,130,122,0.41713
YPL124W,9.49188,37,44,0.4071
YPL127C,10.22162,20,62,0.32604
YPL128C,6.16705,62,57,0.82183
YPL129W,5.20941,37,28,0.81852
YPL131W,6.3576,46,44,1.08129
YPL139C,5.12543,61,44,1.14893
YPL140C,8.8172,57,64,0.97028
YPL147W,9.53302,88,119,1.00886
YPL150W,9.44318,102,133,0.7832
YPL151C,6.76788,57,55,1.63738
YPL160W,5.61359,163,141,1.21319
YPL161C,4.91693,80,60,0.57661
YPL162C,5.95294,25,22,1.55202
YPL164C,9.03705,81,99,0.91744
YPL174C,5.62201,133,116,0.57105
YPL178W,5.01605,34,27,0.58509
YPL187W,4.95856,22,14,2.75991
YPL203W,6.67767,43,41,1.45673
YPL204W,9.31451,51,65,0.99225
YPL210C,9.44171,76,103,0.79107
YPL213W,7.06805,32,32,0.22837
YPL227C,8.89972,39,45,0.95172
YPL234C,7.617,6,7,0.64887
YPL235W,5.21124,69,55,0.34237
YPL237W,9.52802,39,55,0.20856
YPL240C,4.84198,142,104,0.70388
YPL243W,8.82233,79,87,0.88747
YPL248C,6.79254,85,83,1.09133
YPL249C,4.72589,163,99,0.63851
YPL249C-A,11.59613,6,26,0.26762
YPL253C,7.62225,94,95,0.46996
YPL257W-B,8.14252,193,198,0.96684
YPL258C,5.6369,70,57,1.18002
YPL259C,8.73187,56,62,0.94546
YPL264C,7.6546,21,22,1.8514
YPL269W,8.64374,88,93,0.7305
YPR010C,7.56122,138,139,0.95963
YPR016C,4.53705,30,15,0.3568
YPR019W,5.85529,131,118,0.46518
YPR020W,9.8172,5,16,1.16284
YPR032W,8.56598,104,111,0.92646
YPR037C,7.03864,28,28,1.31745
YPR041W,4.94916,74,53,0.68017
YPR048W,8.70831,81,89,1.29737
YPR054W,8.90985,37,46,1.22077
YPR066W,4.73944,35,22,0.53879
YPR067W,7.62518,24,25,0.38081
YPR071W,9.75702,16,28,1.73843
YPR079W,8.83478,40,46,0.97844
YPR081C,7.2049,82,82,0.7515
YPR082C,5.77838,21,18,0.79428
YPR086W,8.85187,44,52,0.44974
YPR094W,9.10712,11,21,0.8242
YPR101W,8.52606,28,30,0.91916
YPR105C,5.75018,110,95,0.82391
YPR106W,6.42804,41,37,0.99668
YPR110C,5.34198,49,41,0.6643
YPR111W,8.67792,79,85,1.0621
YPR112C,6.16718,157,149,0.3707
YPR120C,6.58344,60,58,1.12154
YPR154W,6.82172,15,15,1.04233
YPR178W,5.33527,68,51,1.28562
YOR351C,8.07672,62,65,1.05684
YPL045W,6.6767,106,104,1.31523
YNL077W,6.47931,66,63,0.61235
YOR160W,4.68829,126,77,1.09157
YPL211W,9.27643,19,24,0.71466
YPR201W,8.867,24,31,1.68921
YHR004C,8.9931,53,61,0.99426
YIR018W,8.91217,36,43,0.43895
YOR269W,7.31879,52,52,1.75993
YMR101C,9.5274,35,51,1.14442
YMR300C,5.90411,67,60,0.6876
YPL149W,8.64764,28,31,1.63307
YPL152W,6.22076,48,41,1.45011
YOL045W,5.47711,158,125,0.71596
YPR160W,5.41107,127,103,1.43081
YFL028C,6.18976,40,37,1.44502
YPR072W,5.19818,104,84,0.96502
YJR044C,5.84772,9,6,0.85869
YPL146C,9.34979,82,100,0.7808
YLR338W,4.1015,27,11,0.5962
YJR115W,8.5921,14,16,0.48245
YPL014W,9.02753,30,35,0.55136
YGL052W,9.96661,6,17,1.35223
YGR221C,6.04816,69,61,0.65604
YLR206W,5.32037,71,59,0.73127
YLR357W,8.97089,116,128,1.04347
YMR298W,6.19513,19,17,1.54157
YPR129W,6.87067,42,42,0.77815
YML130C,5.47809,77,68,1.43837
YMR182C,9.63251,14,24,0.52065
YOR179C,5.43781,25,21,0.62256
YPR107C,8.44879,29,34,0.84653
YNL126W,7.0285,93,92,0.96767
YOR363C,7.66193,118,120,0.68338
YML072C,6.69403,199,194,0.90949
YOR153W,8.01825,150,155,1.4359
YOR236W,7.67267,28,29,1.06407
YKR011C,8.8465,43,50,1.35837
YPR126C,6.69122,5,5,0.88219
YGR132C,7.8631,33,34,0.45948
YPL138C,6.34601,59,56,1.4498
YMR234W,9.34601,36,51,1.36734
YPL083C,9.117,62,71,1.35046
YJL042W,6.85834,178,173,0.48391
YKR075C,5.93402,46,34,1.19141
YML052W,7.04047,22,22,1.83405
YMR018W,8.60614,56,62,1.20632
YMR071C,6.25775,11,10,1.08677
YMR258C,5.96417,73,64,1.26498
YNL206C,4.41803,98,53,0.41137
YOL033W,9.1806,63,80,0.95248
YOL154W,4.85895,27,16,1.50725
YOR062C,8.2735,37,39,1.79472
YOR167C,10.78046,9,14,0
YNL223W,4.57269,77,40,1.10369
YCL073C,9.05109,40,53,1.80737
YDR406W,8.18182,150,157,1.46206
YKR105C,8.58282,35,40,1.00166
YMR279C,8.3576,31,34,1.80571
YOL030W,4.46515,57,34,1.00696
YOR273C,8.34613,60,63,1.4327
YPR128C,9.77582,20,35,0.90783
YPR198W,8.37067,28,32,1.30744
YGR069W,8.70648,8,11,0.91305
YLR381W,8.92633,61,74,1.41221
YLR145W,9.7774,22,36,1.44316
YPL215W,9.3631,41,53,1.33177
YPL068C,10.09698,22,43,0.44006
YMR091C,4.84393,84,56,0.70675
YNL157W,9.40741,14,20,0.50219
YOL087C,6.22467,142,129,1.01559
YOR304W,6.21246,185,174,1.07323
YPR175W,5.8161,83,73,0.96318
YPR190C,6.26154,91,87,0.65243
YPL153C,7.87897,99,101,0.64788
YPR137W,5.55438,96,85,1.10018
YDL206W,5.7934,71,60,1.09714
YER014W,9.33368,55,72,0.75751
YHL016C,5.44269,60,49,1.5381
YJL145W,8.03351,41,43,1.65451
YJL201W,9.41119,60,79,0.84914
YLR088W,5.85638,55,46,1.59014
YLR095C,5.51288,119,97,1.14795
YLR363W-A,11.10431,6,29,0
YML097C,4.9986,83,64,0.48578
YML116W,6.94659,30,30,1.709
YMR253C,8.83832,34,38,1.51335
YMR313C,8.67633,65,73,1.08991
YNL144C,6.08246,104,92,0.75984
YNL176C,5.35309,41,34,0.83175
YNR041C,9.99261,17,41,2.17312
YOL028C,9.74445,32,45,0.51504
YOR109W,6.75433,133,130,0.95288
YOR211C,7.27936,122,122,0.52074
YOR322C,8.72821,81,88,0.59928
YOR388C,6.04388,52,47,0.97905
YPL027W,9.84698,23,45,1.18017
YPL157W,9.53448,33,53,1.54271
YPL246C,7.00446,19,19,2.07548
YPR030W,8.53058,115,122,0.74447
YPR091C,7.65399,104,105,0.75089
YPR159W,4.49188,92,46,1.73286
YPR171W,9.85248,69,104,0.30148
YOR017W,9.30682,104,129,0.91846
YOR158W,9.79865,35,55,0.28974
YOL130W,6.23517,106,96,0.78895
YPR115W,9.31488,118,153,0.70365
YOR196C,9.55157,48,69,0.94385
YPL001W,5.25861,63,52,1.40317
YIL141W,7.89056,10,11,0.73109
YMR270C,5.2099,70,54,0.87848
YDR440W,9.15363,68,85,0.74773
YGR077C,7.30145,50,50,1.52756
YLR120C,4.67926,50,32,0.82954
YLR126C,5.16083,35,27,1.44092
YMR207C,8.81146,274,299,1.07983
YMR237W,5.18976,93,70,1.06694
YNL264C,6.72797,52,51,1.47158
YNL287W,4.99579,128,94,0.44496
YOL102C,9.29962,25,32,0.45178
YPL119C,8.95819,69,76,0.78523
YPR132W,10.73419,11,34,0.79438
YPR184W,5.48199,204,161,1.52724
YPL194W,6.18353,87,81,0.69405
YFR012W,9.16107,6,13,1.35729
YMR310C,9.56805,26,41,0.74919
YNL112W,8.89508,68,75,1.25208
YNL105W,8.30682,10,12,1.08763
YPR172W,6.10297,23,21,0.96324
YDR330W,4.56085,89,52,0.60816
YOR217W,9.24847,109,130,0.68049
YOL062C,8.39703,54,57,1.05612
YJL063C,9.8078,24,37,0.69401
YKR085C,10.18439,15,36,1.35252
YLR189C,7.15253,155,154,1.11986
YOR150W,10.11505,13,29,0.93212
YPR100W,10.46405,13,27,1.48014
YOL126C,6.40924,34,31,0.38117
YOL020W,8.62811,42,49,1.82085
YPR156C,6.67719,49,48,1.66172
YPR103W,5.81561,32,27,1.62804
YOR125C,7.81451,25,26,1.0478
YPR191W,7.66571,46,47,0.55525
YIL017C,5.63385,118,102,1.02967
YER101C,8.95404,47,55,1.25656
YLL009C,4.87994,17,12,0.47853
YLR130C,5.02606,46,25,1.17789
YNL204C,8.52435,35,39,0.45458
YOL032W,5.13519,28,22,0.9913
YOL036W,9.24823,87,100,0.33212
YOR245C,9.60297,32,53,1.36583
YOR307C,9.7027,24,44,0.91283
YPL192C,10.32172,10,26,0.10327
YNL258C,4.86322,127,86,1.34102
YPR165W,5.96893,27,26,0.96341
YOR020C,8.96259,12,14,0.13102
YOR086C,6.74445,159,157,1.13042
YNL233W,4.92743,157,113,0.28517
YLR140W,9.47479,8,15,1.07006
YOR250C,5.60455,53,44,1.22648
YOR100C,9.83051,19,36,0.62741
YOR249C,5.08966,93,71,1.01206
YDL176W,6.24493,91,85,0.93115
YHL014C,7.15363,52,52,0.60003
YJL155C,6.39655,66,64,1.39549
YMR244W,5.1264,30,23,1.63808
YNL234W,8.61176,46,50,0.64552
YOL019W,5.96051,50,45,0.89285
YPL158C,6.27875,107,103,0.46249
YPL110C,6.31378,155,142,0.88702
YOR140W,8.78448,67,73,0.54215
YOR174W,4.53595,62,37,0.40988
YPR070W,4.68622,88,54,0.90544
YPR168W,4.87555,25,18,0.41602
YNL315C,9.08466,38,44,0.88682
YPL271W,9.77448,3,7,1.69967
YJL070C,5.28888,124,101,1.66819
YGR161W-B,8.12042,201,206,1.02236
YOL122C,6.15594,52,47,0.97521
YFL058W,8.17523,42,45,1.37466
YNL054W,5.5899,139,106,0.39207
YOR231W,8.45587,55,59,1.04382
YLR348C,9.64923,22,36,1.26534
YPL209C,9.72296,41,64,1.16951
YNL180C,8.67841,40,45,0.80478
YPL221W,8.29962,66,71,1.55085
YEL050C,10.78265,26,74,1.02237
YKR046C,7.79327,31,32,1.30929
YMR145C,9.28656,61,76,1.25818
YNL035C,5.20648,61,42,1.31147
YNL124W,4.67609,78,47,0.45488
YNL169C,9.18304,51,61,1.13077
YOR141C,4.68842,158,97,0.79106
YOR176W,9.08783,41,49,1.28298
YOR185C,6.22113,28,26,1.21187
YOR317W,7.52606,81,82,1.24388
YOR375C,5.5567,53,47,1.25198
YPL266W,9.57513,34,47,0.60653
YOR276W,5.61871,30,23,0.39044
YPR093C,5.66669,45,35,0.97072
YLR242C,9.10406,23,34,2.25848
YPR119W,6.2757,68,63,0.77312
YNL228W,4.92401,20,13,0.66739
YDR249C,8.80634,39,44,0.93265
YPL020C,9.48016,86,112,1.11064
YPL256C,5.5451,56,44,0.88199
YGR157W,8.50006,80,86,1.94166
YKL141W,10.23029,7,22,1.60461
YKL148C,7.13666,74,73,1.01333
YLL041C,9.10345,23,36,1.33191
YKR039W,8.64459,47,52,1.69919
YOR040W,7.12518,34,34,1.14013
YDL078C,9.21637,35,42,0.28385
YER003C,5.65485,62,52,0.58137
YOR120W,7.75446,37,38,1.44447
YPL028W,7.00482,41,41,0.66334
YPR182W,6.05634,9,8,0.47568
YFR007W,6.31769,46,42,0.53341
YOR123C,4.3277,133,62,0.48498
YMR296C,5.79926,57,48,0.86422
YMR144W,6.67914,43,42,0.26821
YPR033C,7.54828,75,76,0.79989
YPR162C,6.38763,63,61,0.88263
YBR300C,9.67426,6,17,0.96897
YGR201C,5.39435,37,31,1.24749
YGR219W,7.75641,6,7,1.31603
YGR235C,9.29828,29,36,1.52946
YJL016W,7.5976,59,60,0.69788
YJL097W,9.9754,4,20,1.59524
YNL237W,6.22662,38,33,1.85115
YPR138C,6.06195,36,31,2.43317
YOL109W,5.43048,23,21,0
YPL233W,4.69391,44,26,0.96041
YPL169C,9.21661,49,58,0.92746
YMR083W,8.64935,38,43,1.1458
YMR004W,5.36334,80,66,1.3624
YPL254W,5.46649,66,54,0.7938
YPR025C,6.44598,59,57,0.69575
YHR002W,9.61115,30,47,1.4806
YLR390W,9.0307,11,14,0.69755
YOR144C,6.52435,114,109,0.75937
YHR031C,9.69379,81,113,0.72113
YML021C,9.48053,36,48,1.42165
YLR033W,8.28229,68,71,1.02805
YOR297C,8.91144,16,20,1.46139
YKR106W,9.10175,39,53,1.80651
YML077W,8.9577,13,17,1.72375
YLR194C,4.95294,16,12,1.20587
YPL136W,3.71503,18,4,0.11525
YPR055W,6.29523,128,119,0.69631
YLR409C,7.65192,112,113,0.86144
YMR155W,8.42072,37,42,1.03867
YGL167C,5.47247,115,98,0.39811
YJR124C,7.52692,33,34,1.00144
YNL275W,7.95319,47,49,0.96206
YNL321W,6.68243,71,65,1.45506
YNR013C,8.16791,65,68,1.03077
YNR055C,5.52765,47,40,2.18341
YPL189W,9.58722,41,66,1.96885
YPL274W,8.06964,44,47,1.39318
YPR124W,5.77997,37,31,0.81647
YPR194C,7.21222,69,69,2.50805
YPL018W,8.7923,46,52,0.66068
YDR231C,9.47174,21,29,2.51371
YFL010W-A,10.66486,5,19,0.81596
YFR054C,5.87347,12,9,0.53425
YGL063W,8.98053,35,44,1.18725
YGR050C,9.78961,8,16,0.7813
YHR028C,5.28082,113,83,1.60246
YJR073C,9.11127,14,20,1.44233
YLL051C,9.05756,51,66,1.58944
YLR443W,5.02435,49,35,1.46084
YML094C-A,8.86945,6,12,1.9464
YMR111C,6.5545,67,65,0.61314
YMR200W,5.43781,25,21,1.75332
YMR250W,6.15204,73,62,1.14913
YNL066W,4.18292,42,17,1.63817
YNL079C,4.58282,58,33,0.59387
YNL202W,9.13776,28,36,0.70897
YNL281W,4.5567,27,16,1.22317
YNR035C,6.33405,44,41,0.60039
YOR326W,5.95331,216,196,0.97505
YPL242C,9.0423,180,211,0.89308
YGR105W,5.11932,8,6,0.17665
YPL047W,6.70819,11,11,0.56139
YGL162W,9.48309,29,44,0.55497
YNL167C,9.32623,53,65,0.26008
YPL181W,4.80511,103,73,0.66211
YOL097C,6.35114,63,60,0.71186
YPL154C,4.70355,53,30,1.20881
YPR074C,6.51251,69,65,1.19898
YDR522C,6.59088,61,60,0.49036
YPL048W,8.42938,54,57,1.89139
YPL236C,5.0285,42,32,0.81255
YPR017C,5.15057,21,16,0.91342
YNL227C,5.92291,115,107,1.01058
YPL007C,5.86932,69,61,1.56414
YDR186C,5.17889,116,92,0.63414
YIL177C,7.29938,211,211,0.99613
YIR032C,5.23163,25,17,0.87796
YMR251W,7.16803,48,48,1.88492
YMR261C,5.94086,128,110,1.06674
YPR035W,5.91876,50,43,1.69195
YMR093W,9.35358,51,64,1.06569
YPL120W,4.94879,81,61,0.64227
YJL071W,8.94513,67,76,0.88288
YLR092W,6.22516,91,84,1.58385
YER087W,7.16193,78,78,1.27043
YLR210W,4.77533,77,49,1.33059
YOR381W,6.65753,64,61,1.78519
YMR163C,9.03522,82,98,0.69802
YPL141C,9.49066,89,123,0.85862
YDL211C,5.32172,35,26,0.55458
YJR161C,8.65179,41,47,2.46411
YNR070W,8.18866,118,124,1.42042
YPR003C,8.56146,61,67,0.63088
YCR065W,6.86566,69,67,0.83791
YDR223W,4.82367,82,53,0.60681
YDR501W,9.31317,56,73,0.56459
YEL065W,8.33282,47,51,1.73772
YFR046C,4.6015,70,42,0.31347
YGL235W,8.45428,12,15,1.42084
YHL050C,6.21588,86,81,1.2429
YIL031W,6.37421,133,125,0.59792
YIL101C,9.3913,46,65,0.94557
YIR031C,6.04572,69,61,1.1635
YJR054W,8.24506,55,58,1.28043
YKL043W,9.01251,31,36,0.79
YKL185W,9.93475,43,81,0.77987
YKR078W,5.82391,91,82,1.01778
YKR089C,8.13983,110,113,0.75846
YLR183C,9.39874,55,74,0.57385
YLR187W,8.36981,109,113,0.75962
YLR278C,8.54169,126,136,0.73772
YML027W,10.33002,34,63,0.20719
YML034W,5.43158,141,123,0.81359
YML119W,9.60016,31,45,0.34411
YMR005W,9.67242,44,60,0.34403
YNL257C,8.78949,156,174,1.14635
YNL278W,8.99774,110,126,0.9697
YNL339C,6.9361,235,232,1.06432
YOL058W,5.44757,59,53,1.03256
YOR058C,9.10736,125,141,0.48655
YOR081C,9.17792,63,77,0.8639
YOR104W,5.58917,32,29,1.38531
YOR188W,8.96368,131,148,0.95307
YOR195W,4.81708,175,119,0.33666
YOR315W,8.14349,47,49,0.77933
YOR372C,9.50494,40,54,0.20315
YPL155C,9.44257,81,100,0.45409
YPL250C,4.03851,21,6,0.88082
YPL255W,6.07782,67,62,0.80602
YPL267W,9.57941,26,35,0.37977
YPR018W,6.37799,118,116,0.65526
YPR141C,8.82953,104,113,0.5354
YPR174C,9.89349,23,36,0.67727
YPR155C,6.42511,74,70,1.11867
YIL027C,8.94684,12,15,0.91562
YBR257W,9.30878,37,50,0.94645
YGR030C,9.30035,16,22,0.80671
YNL221C,9.83344,83,141,1.13408
YNL282W,9.58673,16,28,1.45634
YCL057W,5.50861,97,79,1.39358
YIL160C,7.51898,45,46,0.32216
YPR152C,4.59784,104,63,1.3243
YNL260C,5.47968,25,21,0.61312
YOR353C,7.03607,79,78,0.55488
YPL074W,9.63739,101,133,0.7377
YPL262W,8.47858,46,50,0.422
YNR037C,10.54095,6,15,0.82531
YDR242W,5.25287,67,54,1.26723
YKL040C,4.92255,46,31,0.74742
YLR318W,9.32611,79,111,0.91519
YLR361C,5.55511,77,60,1.65153
YMR212C,7.17877,98,98,0.56016
YMR247C,5.34113,201,169,1.05445
YMR287C,9.11273,103,124,0.95465
YNR067C,4.37762,106,47,1.34343
YNR071C,6.25897,40,37,0.71292
YOL093W,9.28766,47,57,1.03664
YOR108W,6.31403,74,69,1.00909
YOR129C,5.97601,101,90,0.71277
YPL105C,7.57465,113,114,0.83954
YPL096W,6.22382,53,50,1.67308
YEL022W,5.0296,211,156,0.58422
YOR068C,5.69855,9,8,0.16917
YMR206W,8.99579,29,36,0.49304
YGL078C,9.15363,76,89,0.52264
YLL042C,4.81036,23,13,2.29233
YPR049C,5.51678,166,142,0.72528
YPR108W,5.16351,66,54,1.14108
YLR218C,4.65424,22,14,2.04285
YNR030W,6.60858,45,43,1.43239
YNL040W,6.12506,59,54,0.78439
YKR043C,5.63129,40,32,1.38291
YPL133C,7.86835,56,58,0.55879
YKR008W,5.14728,92,69,0.83117
YNL075W,9.11017,40,45,0.48325
YOR056C,8.62494,65,70,0.99785
YPR144C,5.73663,68,56,1.07918
