Protein,Priority Fun_GO,Orthologous,Sub_cell,.1B,.2B,.3B,.4B,.5B,.6B,.7B,.8B,.9B,.1A,.2A,.3A,.4A,.5A,.6A,.7A,.8A,.9A
YOL100W,0.134259259,0,0.854563202,0.769106882,0.683650562,0.598194241,0.512737921,0.427281601,0.341825281,0.256368961,0.17091264,0.08545632,0.090336614,0.095216908,0.100097202,0.104977496,0.10985779,0.114738083,0.119618377,0.124498671,0.129378965
YEL031W,0.143518519,0.042020712,0.103953148,0.097759904,0.091566661,0.085373417,0.079180174,0.07298693,0.066793686,0.060600443,0.054407199,0.048213956,0.057744412,0.067274868,0.076805325,0.086335781,0.095866237,0.105396694,0.11492715,0.124457606,0.133988063
YDR030C,0.134259259,0.051093093,0.39238653,0.358257186,0.324127843,0.289998499,0.255869155,0.221739812,0.187610468,0.153481124,0.11935178,0.085222437,0.090126119,0.095029801,0.099933483,0.104837166,0.109740848,0.11464453,0.119548212,0.124451895,0.129355577
YBL104C,0.143518519,0,0.481210347,0.433089312,0.384968278,0.336847243,0.288726208,0.240605174,0.192484139,0.144363104,0.096242069,0.048121035,0.057660783,0.067200532,0.07674028,0.086280028,0.095819777,0.105359525,0.114899274,0.124439022,0.133978771
YCL063W,0.143518519,0,0.481210347,0.433089312,0.384968278,0.336847243,0.288726208,0.240605174,0.192484139,0.144363104,0.096242069,0.048121035,0.057660783,0.067200532,0.07674028,0.086280028,0.095819777,0.105359525,0.114899274,0.124439022,0.133978771
YGL180W,0.143518519,0,0.481210347,0.433089312,0.384968278,0.336847243,0.288726208,0.240605174,0.192484139,0.144363104,0.096242069,0.048121035,0.057660783,0.067200532,0.07674028,0.086280028,0.095819777,0.105359525,0.114899274,0.124439022,0.133978771
YMR231W,0.143518519,0,0.481210347,0.433089312,0.384968278,0.336847243,0.288726208,0.240605174,0.192484139,0.144363104,0.096242069,0.048121035,0.057660783,0.067200532,0.07674028,0.086280028,0.095819777,0.105359525,0.114899274,0.124439022,0.133978771
YGL095C,0.143518519,0,0.481210347,0.433089312,0.384968278,0.336847243,0.288726208,0.240605174,0.192484139,0.144363104,0.096242069,0.048121035,0.057660783,0.067200532,0.07674028,0.086280028,0.095819777,0.105359525,0.114899274,0.124439022,0.133978771
YDR323C,0.143518519,0,0.481210347,0.433089312,0.384968278,0.336847243,0.288726208,0.240605174,0.192484139,0.144363104,0.096242069,0.048121035,0.057660783,0.067200532,0.07674028,0.086280028,0.095819777,0.105359525,0.114899274,0.124439022,0.133978771
YDL052C,0.143518519,0.053336477,0,0.005333648,0.010667295,0.016000943,0.021334591,0.026668239,0.032001886,0.037335534,0.042669182,0.048002829,0.057554398,0.067105967,0.076657536,0.086209105,0.095760674,0.105312243,0.114863812,0.124415381,0.13396695
YDR414C,0.143518519,0.041773486,0.103953148,0.097735182,0.091517216,0.085299249,0.079081283,0.072863317,0.066645351,0.060427385,0.054209418,0.047991452,0.057544159,0.067096866,0.076649572,0.086202279,0.095754986,0.105307692,0.114860399,0.124413106,0.133965812
YGR162W,0.134259259,0.054579467,0.358223524,0.327859118,0.297494713,0.267130307,0.236765901,0.206401496,0.17603709,0.145672684,0.115308278,0.084943873,0.089875411,0.09480695,0.099738489,0.104670027,0.109601566,0.114533104,0.119464643,0.124396182,0.12932772
YHR120W,0.134259259,0.094155167,0,0.009415517,0.018831033,0.02824655,0.037662067,0.047077584,0.0564931,0.065908617,0.075324134,0.08473965,0.089691611,0.094643572,0.099595533,0.104547494,0.109499455,0.114451416,0.119403376,0.124355337,0.129307298
YDL065C,0.143518519,0,0.475597853,0.428038068,0.380478282,0.332918497,0.285358712,0.237798927,0.190239141,0.142679356,0.095119571,0.047559785,0.057155659,0.066751532,0.076347405,0.085943279,0.095539152,0.105135026,0.114730899,0.124326772,0.133922646
YAR002W,0.143518519,0,0.474133724,0.426720352,0.379306979,0.331893607,0.284480234,0.237066862,0.18965349,0.142240117,0.094826745,0.047413372,0.057023887,0.066634402,0.076244916,0.085855431,0.095465946,0.10507646,0.114686975,0.12429749,0.133908004
YKL021C,0.143518519,0,0.474133724,0.426720352,0.379306979,0.331893607,0.284480234,0.237066862,0.18965349,0.142240117,0.094826745,0.047413372,0.057023887,0.066634402,0.076244916,0.085855431,0.095465946,0.10507646,0.114686975,0.12429749,0.133908004
YML061C,0.143518519,0,0.474133724,0.426720352,0.379306979,0.331893607,0.284480234,0.237066862,0.18965349,0.142240117,0.094826745,0.047413372,0.057023887,0.066634402,0.076244916,0.085855431,0.095465946,0.10507646,0.114686975,0.12429749,0.133908004
YML107C,0.143518519,0,0.474133724,0.426720352,0.379306979,0.331893607,0.284480234,0.237066862,0.18965349,0.142240117,0.094826745,0.047413372,0.057023887,0.066634402,0.076244916,0.085855431,0.095465946,0.10507646,0.114686975,0.12429749,0.133908004
YPR015C,0.143518519,0.052520559,0,0.005252056,0.010504112,0.015756168,0.021008224,0.02626028,0.031512335,0.036764391,0.042016447,0.047268503,0.056893505,0.066518506,0.076143508,0.085768509,0.095393511,0.105018513,0.114643514,0.124268516,0.133893517
YFL041W,0.143518519,0.046898549,0.047096144,0.047076385,0.047056625,0.047036866,0.047017106,0.046997347,0.046977587,0.046957828,0.046938068,0.046918309,0.05657833,0.066238351,0.075898372,0.085558393,0.095218414,0.104878435,0.114538456,0.124198477,0.133858498
YKR088C,0.143518519,0.046883851,0.047096144,0.047074915,0.047053685,0.047032456,0.047011227,0.046989998,0.046968768,0.046947539,0.04692631,0.04690508,0.056566424,0.066227768,0.075889112,0.085550456,0.0952118,0.104873144,0.114534487,0.124195831,0.133857175
YBR084W,0.143518519,0.052096009,0,0.005209601,0.010419202,0.015628803,0.020838404,0.026048005,0.031257605,0.036467206,0.041676807,0.046886408,0.056549619,0.06621283,0.075876041,0.085539252,0.095202464,0.104865675,0.114528886,0.124192097,0.133855308
YNL128W,0.134259259,0.092947126,0,0.009294713,0.018589425,0.027884138,0.03717885,0.046473563,0.055768276,0.065062988,0.074357701,0.083652413,0.088713098,0.093773783,0.098834467,0.103895152,0.108955836,0.114016521,0.119077205,0.12413789,0.129198574
YNL265C,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YGR142W,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YPL084W,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YPL137C,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YMR029C,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YHR009C,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YML101C,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YMR110C,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YDR349C,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YBR246W,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YER128W,0.143518519,0,0.462176672,0.415959005,0.369741338,0.32352367,0.277306003,0.231088336,0.184870669,0.138653002,0.092435334,0.046217667,0.055947752,0.065677838,0.075407923,0.085138008,0.094868093,0.104598178,0.114328263,0.124058349,0.133788434
YMR047C,0.134259259,0,0.832357247,0.749121522,0.665885798,0.582650073,0.499414348,0.416178624,0.332942899,0.249707174,0.166471449,0.083235725,0.088338078,0.093440432,0.098542785,0.103645138,0.108747492,0.113849845,0.118952199,0.124054552,0.129156906
YMR105C,0.134259259,0.052659181,0.358223524,0.32766709,0.297110655,0.266554221,0.235997787,0.205441353,0.174884918,0.144328484,0.11377205,0.083215615,0.08831998,0.093424344,0.098528708,0.103633073,0.108737437,0.113841802,0.118946166,0.12405053,0.129154895
YOR332W,0.143518519,0.037592407,0.122986823,0.114447381,0.10590794,0.097368498,0.088829057,0.080289615,0.071750173,0.063210732,0.05467129,0.046131849,0.055870516,0.065609183,0.07534785,0.085086517,0.094825184,0.104563851,0.114302518,0.124041185,0.133779852
YJL005W,0.134259259,0.092409497,0,0.00924095,0.018481899,0.027722849,0.036963799,0.046204749,0.055445698,0.064686648,0.073927598,0.083168547,0.088277618,0.09338669,0.098495761,0.103604832,0.108713903,0.113822974,0.118932045,0.124041117,0.129150188
YKL073W,0.143518519,0.039412825,0.103953148,0.097499116,0.091045083,0.084591051,0.078137019,0.071682987,0.065228954,0.058774922,0.05232089,0.045866857,0.055632023,0.06539719,0.075162356,0.084927522,0.094692688,0.104457854,0.11422302,0.123988187,0.133753353
YNL214W,0.143518519,0,0.453391898,0.408052708,0.362713518,0.317374329,0.272035139,0.226695949,0.181356759,0.136017569,0.09067838,0.04533919,0.055157123,0.064975056,0.074792989,0.084610921,0.094428854,0.104246787,0.11406472,0.123882653,0.133700586
YGL153W,0.143518519,0,0.453391898,0.408052708,0.362713518,0.317374329,0.272035139,0.226695949,0.181356759,0.136017569,0.09067838,0.04533919,0.055157123,0.064975056,0.074792989,0.084610921,0.094428854,0.104246787,0.11406472,0.123882653,0.133700586
YDR244W,0.143518519,0,0.453391898,0.408052708,0.362713518,0.317374329,0.272035139,0.226695949,0.181356759,0.136017569,0.09067838,0.04533919,0.055157123,0.064975056,0.074792989,0.084610921,0.094428854,0.104246787,0.11406472,0.123882653,0.133700586
YHR160C,0.143518519,0,0.453391898,0.408052708,0.362713518,0.317374329,0.272035139,0.226695949,0.181356759,0.136017569,0.09067838,0.04533919,0.055157123,0.064975056,0.074792989,0.084610921,0.094428854,0.104246787,0.11406472,0.123882653,0.133700586
YKL197C,0.143518519,0,0.453391898,0.408052708,0.362713518,0.317374329,0.272035139,0.226695949,0.181356759,0.136017569,0.09067838,0.04533919,0.055157123,0.064975056,0.074792989,0.084610921,0.094428854,0.104246787,0.11406472,0.123882653,0.133700586
YMR290C,0.134259259,0.047585392,0.39238653,0.357906416,0.323426302,0.288946189,0.254466075,0.219985961,0.185505847,0.151025733,0.11654562,0.082065506,0.087284881,0.092504256,0.097723632,0.102943007,0.108162382,0.113381758,0.118601133,0.123820508,0.129039884
YJR031C,0.143518519,0,0.444607125,0.400146413,0.3556857,0.311224988,0.266764275,0.222303563,0.17784285,0.133382138,0.088921425,0.044460713,0.054366493,0.064272274,0.074178054,0.084083835,0.093989616,0.103895396,0.113801177,0.123706958,0.133612738
YGL019W,0.143518519,0.049358231,0,0.004935823,0.009871646,0.014807469,0.019743292,0.024679116,0.029614939,0.034550762,0.039486585,0.044422408,0.054332019,0.06424163,0.074151241,0.084060852,0.093970463,0.103880075,0.113789686,0.123699297,0.133608908
YPR106W,0.143518519,0.04890649,0,0.004890649,0.009781298,0.014671947,0.019562596,0.024453245,0.029343894,0.034234543,0.039125192,0.044015841,0.053966109,0.063916377,0.073866644,0.083816912,0.09376718,0.103717448,0.113667716,0.123617983,0.133568251
YLR206W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YLL001W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YDL161W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YLR211C,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YGR167W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YBR105C,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YDR189W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YER096W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YMR004W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YJL112W,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YLR189C,0.143518519,0,0.439970717,0.395973645,0.351976574,0.307979502,0.26398243,0.219985359,0.175988287,0.131991215,0.087994143,0.043997072,0.053949216,0.063901361,0.073853506,0.083805651,0.093757795,0.10370994,0.113662085,0.12361423,0.133566374
YLR373C,0.143518519,0,0.439482674,0.395534407,0.351586139,0.307637872,0.263689604,0.219741337,0.17579307,0.131844802,0.087896535,0.043948267,0.053905293,0.063862318,0.073819343,0.083776368,0.093733393,0.103690418,0.113647444,0.123604469,0.133561494
YJL218W,0.143518519,0.048802385,0,0.004880239,0.009760477,0.014640716,0.019520954,0.024401193,0.029281431,0.03416167,0.039041908,0.043922147,0.053881784,0.063841421,0.073801058,0.083760696,0.093720333,0.10367997,0.113639607,0.123599245,0.133558882
YGR173W,0.134259259,0.049905786,0.358223524,0.32739175,0.296559976,0.265728203,0.234896429,0.204064655,0.173232881,0.142401107,0.111569334,0.08073756,0.08608973,0.0914419,0.09679407,0.102146239,0.107498409,0.112850579,0.118202749,0.123554919,0.128907089
YKL175W,0.143518519,0.043943379,0.041239629,0.041510004,0.041780379,0.042050754,0.042321129,0.042591504,0.042861879,0.043132254,0.043402629,0.043673004,0.053657556,0.063642107,0.073626659,0.08361121,0.093595762,0.103580313,0.113564865,0.123549416,0.133533968
YCR014C,0.134259259,0.046074578,0.39238653,0.357755335,0.32312414,0.288492944,0.253861749,0.219230554,0.184599359,0.149968164,0.115336968,0.080705773,0.086061122,0.09141647,0.096771819,0.102127168,0.107482516,0.112837865,0.118193213,0.123548562,0.12890391
YEL063C,0.143518519,0.031701415,0.151049292,0.139114504,0.127179717,0.115244929,0.103310141,0.091375354,0.079440566,0.067505778,0.05557099,0.043636203,0.053624434,0.063612666,0.073600898,0.083589129,0.093577361,0.103565592,0.113553824,0.123542056,0.133530287
YMR297W,0.143518519,0.043892922,0.041239629,0.041504958,0.041770288,0.042035617,0.042300946,0.042566276,0.042831605,0.043096934,0.043362263,0.043627593,0.053616685,0.063605778,0.073594871,0.083583963,0.093573056,0.103562148,0.113551241,0.123540334,0.133529426
YOR341W,0.134259259,0.046017024,0.39238653,0.357749579,0.323112629,0.288475678,0.253838728,0.219201777,0.184564826,0.149927876,0.115290925,0.080653975,0.086014503,0.091375031,0.09673556,0.102096088,0.107456617,0.112817145,0.118177674,0.123538202,0.128898731
YPL013C,0.143518519,0.04810084,0,0.004810084,0.009620168,0.014430252,0.019240336,0.02405042,0.028860504,0.033670588,0.038480672,0.043290756,0.053313532,0.063336309,0.073359085,0.083381861,0.093404638,0.103427414,0.11345019,0.123472966,0.133495743
YKL095W,0.134259259,0.045577505,0.39238653,0.357705628,0.323024725,0.288343823,0.25366292,0.218982018,0.184301115,0.149620213,0.11493931,0.080258408,0.085658493,0.091058578,0.096458663,0.101858748,0.107258833,0.112658918,0.118059004,0.123459089,0.128859174
YMR139W,0.143518519,0.047637342,0,0.004763734,0.009527468,0.014291203,0.019054937,0.023818671,0.028582405,0.033346139,0.038109874,0.042873608,0.052938099,0.06300259,0.073067081,0.083131572,0.093196063,0.103260555,0.113325046,0.123389537,0.133454028
YGR078C,0.143518519,0.047637342,0,0.004763734,0.009527468,0.014291203,0.019054937,0.023818671,0.028582405,0.033346139,0.038109874,0.042873608,0.052938099,0.06300259,0.073067081,0.083131572,0.093196063,0.103260555,0.113325046,0.123389537,0.133454028
YIR008C,0.143518519,0.047637342,0,0.004763734,0.009527468,0.014291203,0.019054937,0.023818671,0.028582405,0.033346139,0.038109874,0.042873608,0.052938099,0.06300259,0.073067081,0.083131572,0.093196063,0.103260555,0.113325046,0.123389537,0.133454028
