Proteins,Ortho(O),Fun_Go(F),Sub_cell(S),O*F,F*S,O*S,O*F*S,"larg(O,F,S)"
YGL244W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGL245W,0.208203785,0.013888889,0.750610054,0.002891719,0.01042514,0.156279854,0.002170554,0.750610054
YGL246C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGL247W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGL249W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGL250W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGL251C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGL252C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YGL253W,0,0.134259259,0,0,0,0,0,0.134259259
YGL254W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGL256W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YGL258W,0,0.143518519,0.362859932,0,0.05207712,0,0,0.362859932
YGL259W,0,0.143518519,0,0,0,0,0,0.143518519
YGL263W,0,0.143518519,0,0,0,0,0,0.143518519
YGR002C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR003W,0,0.143518519,0,0,0,0,0,0.143518519
YGR004W,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YGR005C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGR009C,0,0.143518519,0,0,0,0,0,0.143518519
YGR010W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR013W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR014W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR016W,0,0.143518519,0,0,0,0,0,0.143518519
YGR017W,0,0.143518519,0,0,0,0,0,0.143518519
YGR018C,0,0.143518519,0,0,0,0,0,0.143518519
YGR020C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YGR021W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YGR023W,0,0.143518519,0,0,0,0,0,0.143518519
YGR024C,0,0.143518519,0,0,0,0,0,0.143518519
YGR026W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR028W,0,0.143518519,0,0,0,0,0,0.143518519
YGR029W,0,0.143518519,0,0,0,0,0,0.143518519
YGR031W,0,0.143518519,0,0,0,0,0,0.143518519
YGR032W,0,0.143518519,0,0,0,0,0,0.143518519
YGR033C,0,0.143518519,0,0,0,0,0,0.143518519
YGR034W,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YGR035C,0,0.143518519,0,0,0,0,0,0.143518519
YGR037C,0,0.143518519,0,0,0,0,0,0.143518519
YGR038W,0.047637342,0.143518519,0.103953148,0.006836841,0.014919202,0.004952052,0.000710711,0.143518519
YGR040W,0,0,0.750610054,0,0,0,0,0.750610054
YGR041W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR042W,0,0.143518519,0,0,0,0,0,0.143518519
YGR045C,0,0.143518519,0,0,0,0,0,0.143518519
YGR046W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YGR047C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR048W,0.04659818,0.143518519,0,0.006687702,0,0,0,0.143518519
YGR049W,0,0.143518519,0,0,0,0,0,0.143518519
YGR052W,0.023818671,0.134259259,0,0.003197877,0,0,0,0.134259259
YGR053C,0,0.143518519,0,0,0,0,0,0.143518519
YGR054W,0,0.143518519,0,0,0,0,0,0.143518519
YGR055W,0,0.143518519,0,0,0,0,0,0.143518519
YGR056W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR057C,0,0.143518519,0,0,0,0,0,0.143518519
YGR058W,0,0.143518519,0.767935578,0,0.110212977,0,0,0.767935578
YGR059W,0,0.143518519,0.491459248,0,0.070533503,0,0,0.491459248
YGR060W,0.064836819,0.143518519,0.103953148,0.009305284,0.014919202,0.006739991,0.000967314,0.143518519
YGR061C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR063C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR064W,0,0.143518519,0,0,0,0,0,0.143518519
YGR065C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR066C,0,0.143518519,0,0,0,0,0,0.143518519
YGR067C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR068C,0,0.143518519,0,0,0,0,0,0.143518519
YGR070W,0,0.143518519,0,0,0,0,0,0.143518519
YGR071C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR072W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR073C,0,0.143518519,0,0,0,0,0,0.143518519
YGR074W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGR075C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR076C,0,0.143518519,0,0,0,0,0,0.143518519
YGR078C,0.047637342,0.143518519,0,0.006836841,0,0,0,0.143518519
YGR079W,0,0.143518519,0,0,0,0,0,0.143518519
YGR080W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR081C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR082W,0,0.143518519,0,0,0,0,0,0.143518519
YGR083C,0.023818671,0.013888889,0,0.000330815,0,0,0,0.023818671
YGR084C,0.045234449,0.143518519,0,0.006491981,0,0,0,0.143518519
YGR085C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YGR086C,0.023818671,0.134259259,0,0.003197877,0,0,0,0.134259259
YGR087C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR088W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR089W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YGR090W,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YGR091W,0.146162573,0.143518519,0.39238653,0.020977036,0.056314734,0.057352225,0.008231106,0.39238653
YGR092W,0,0.018518519,0.767935578,0,0.01422103,0,0,0.767935578
YGR094W,0.072301428,0.134259259,0.358223524,0.009707136,0.048094825,0.025900072,0.003477325,0.358223524
YGR095C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YGR097W,0.023818671,0.134259259,0.358223524,0.003197877,0.048094825,0.008532408,0.001145555,0.358223524
YGR098C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR099W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR100W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR101W,0,0.143518519,0,0,0,0,0,0.143518519
YGR102C,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YGR103W,0.041596601,0.134259259,0.39238653,0.005584729,0.052681525,0.016321946,0.002191372,0.39238653
YGR104C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGR108W,0,0.143518519,0,0,0,0,0,0.143518519
YGR109C,0,0.143518519,0,0,0,0,0,0.143518519
YGR110W,0,0.143518519,0,0,0,0,0,0.143518519
YGR111W,0,0.143518519,0,0,0,0,0,0.143518519
YGR113W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR114C,0,0.143518519,0,0,0,0,0,0.143518519
YGR115C,0,0.143518519,0,0,0,0,0,0.143518519
YGR116W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGR117C,0,0.143518519,0,0,0,0,0,0.143518519
YGR119C,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YGR120C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YGR121C,0,0.143518519,0,0,0,0,0,0.143518519
YGR122W,0,0.143518519,0,0,0,0,0,0.143518519
YGR123C,0.036701365,0.134259259,0.39238653,0.004927498,0.052681525,0.014401121,0.001933484,0.39238653
YGR124W,0,0.143518519,0,0,0,0,0,0.143518519
YGR126W,0,0.143518519,0,0,0,0,0,0.143518519
YGR129W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR130C,0,0.143518519,0,0,0,0,0,0.143518519
YGR131W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR133W,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YGR134W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR135W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YGR136W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR139W,0,0.143518519,0,0,0,0,0,0.143518519
YGR140W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR141W,0,0.143518519,0,0,0,0,0,0.143518519
YGR142W,0,0.143518519,0.462176672,0,0.066330911,0,0,0.462176672
YGR144W,0,0.143518519,0.791849683,0,0.113645094,0,0,0.791849683
YGR145W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR146C,0,0.143518519,0,0,0,0,0,0.143518519
YGR148C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR149W,0,0.143518519,0,0,0,0,0,0.143518519
YGR151C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR152C,0,0.143518519,0.405319668,0,0.058170878,0,0,0.405319668
YGR153W,0,0.143518519,0,0,0,0,0,0.143518519
YGR154C,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YGR155W,0.060200057,0.013888889,0,0.000836112,0,0,0,0.060200057
YGR156W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGR158C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR159C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR160W,0,0.143518519,0,0,0,0,0,0.143518519
YGR161C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR161C-D,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR162W,0.054579467,0.134259259,0.358223524,0.007327799,0.048094825,0.019551649,0.00262499,0.358223524
YGR163W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YGR165W,0,0.143518519,0,0,0,0,0,0.143518519
YGR166W,0,0.143518519,0.405319668,0,0.058170878,0,0,0.405319668
YGR167W,0,0.143518519,0.439970717,0,0.063143946,0,0,0.439970717
YGR168C,0,0.143518519,0,0,0,0,0,0.143518519
YGR170W,0.023818671,0.143518519,0.59102001,0.00341842,0.084822317,0.014077311,0.002020355,0.59102001
YGR172C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YGR173W,0.049905786,0.134259259,0.358223524,0.006700314,0.048094825,0.017877427,0.00240021,0.358223524
YGR174C,0,0.143518519,0,0,0,0,0,0.143518519
YGR175C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YGR178C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR179C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR180C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR181W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YGR182C,0,0.143518519,0,0,0,0,0,0.143518519
YGR184C,0,0.143518519,0,0,0,0,0,0.143518519
YGR185C,0.036526492,0.143518519,0.750610054,0.005242228,0.107726443,0.027417152,0.003934869,0.750610054
YGR186W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR187C,0,0.143518519,0,0,0,0,0,0.143518519
YGR188C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR189C,0,0.143518519,0,0,0,0,0,0.143518519
YGR191W,0,0.143518519,0,0,0,0,0,0.143518519
YGR192C,0.100630185,0.143518519,0.358223524,0.014442295,0.05141171,0.036048099,0.00517357,0.358223524
YGR193C,0.032356086,0.143518519,0,0.004643698,0,0,0,0.143518519
YGR194C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR195W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YGR196C,0,0.143518519,0,0,0,0,0,0.143518519
YGR197C,0,0.143518519,0,0,0,0,0,0.143518519
YGR198W,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YGR199W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YGR200C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR202C,0,0.143518519,0,0,0,0,0,0.143518519
YGR203W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR204W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YGR205W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR207C,0,0.143518519,0,0,0,0,0,0.143518519
YGR208W,0,0.143518519,0,0,0,0,0,0.143518519
YGR209C,0,0.143518519,0.879453392,0,0.126217848,0,0,0.879453392
YGR210C,0.053947743,0.143518519,0,0.0077425,0,0,0,0.143518519
YGR211W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR213C,0,0.143518519,0,0,0,0,0,0.143518519
YGR214W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR215W,0,0.143518519,0,0,0,0,0,0.143518519
YGR217W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR218W,0.037996451,0.134259259,0.750610054,0.005101375,0.10077635,0.028520518,0.003829144,0.750610054
YGR220C,0.378358744,0.143518519,0,0.054301487,0,0,0,0.378358744
YGR222W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YGR223C,0,0.143518519,0.185700342,0,0.026651438,0,0,0.185700342
YGR224W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR225W,0,0.143518519,0,0,0,0,0,0.143518519
YGR227W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YGR228W,0,0.143518519,0,0,0,0,0,0.143518519
YGR229C,0.033371614,0.143518519,0.39238653,0.004789445,0.056314734,0.013094572,0.001879314,0.39238653
YGR232W,0.033805481,0.134259259,0,0.004538699,0,0,0,0.134259259
YGR233C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR234W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR236C,0,0.143518519,0,0,0,0,0,0.143518519
YGR237C,0,0.143518519,0,0,0,0,0,0.143518519
YGR238C,0,0.143518519,0,0,0,0,0,0.143518519
YGR239C,0.038919397,0.143518519,0.453391898,0.005585654,0.065070134,0.017645739,0.00253249,0.453391898
YGR240C,0,0.273148148,0.439970717,0,0.120177187,0,0,0.439970717
YGR241C,0,0.143518519,0.504392387,0,0.072389648,0,0,0.504392387
YGR242W,0,0.143518519,0,0,0,0,0,0.143518519
YGR243W,0,0.143518519,0,0,0,0,0,0.143518519
YGR244C,0,0.143518519,0,0,0,0,0,0.143518519
YGR245C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR246C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR247W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YGR249W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGR250C,0,0.143518519,0,0,0,0,0,0.143518519
YGR252W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR253C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR254W,0.27498053,0.273148148,0.358223524,0.075110423,0.097848092,0.098504494,0.02690632,0.358223524
YGR255C,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YGR256W,0,0.143518519,0,0,0,0,0,0.143518519
YGR258C,0.085874673,0.143518519,0.39238653,0.012324606,0.056314734,0.033696065,0.004836009,0.39238653
YGR260W,0.185185301,0.143518519,0,0.02657752,0,0,0,0.185185301
YGR261C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YGR262C,0.068086317,0.273148148,0.750610054,0.018597651,0.205027746,0.051106274,0.013959584,0.750610054
YGR263C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YGR264C,0.050956337,0.143518519,0.750610054,0.007313178,0.107726443,0.038248339,0.005489345,0.750610054
YGR266W,0,0.143518519,0,0,0,0,0,0.143518519
YGR267C,0.074788158,0.134259259,0,0.010041003,0,0,0,0.134259259
YGR268C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR269W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR270W,0,0.143518519,0,0,0,0,0,0.143518519
YGR271W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR274C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR275W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR276C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YGR277C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR278W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YGR279C,0,0.143518519,0,0,0,0,0,0.143518519
YGR280C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR281W,0,0.143518519,0,0,0,0,0,0.143518519
YGR282C,0,0.013888889,0,0,0,0,0,0.013888889
YGR283C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YGR284C,0.058842815,0.143518519,0.103953148,0.008445034,0.014919202,0.006116896,0.000877888,0.143518519
YGR285C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YGR289C,0,0.143518519,0,0,0,0,0,0.143518519
YGR290W,0,0.143518519,0,0,0,0,0,0.143518519
YGR291C,0,0.143518519,0,0,0,0,0,0.143518519
YGR292W,0,0.143518519,0,0,0,0,0,0.143518519
YGR294W,0,0.143518519,0,0,0,0,0,0.143518519
YGR295C,0,0.143518519,0,0,0,0,0,0.143518519
YGR296W,0,0.143518519,0,0,0,0,0,0.143518519
YHL002W,0,0.134259259,0.543923865,0,0.073026815,0,0,0.543923865
YHL003C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YHL004W,0.424163291,0.143518519,0,0.060875287,0,0,0,0.424163291
YHL006C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHL007C,0,0.013888889,0.750610054,0,0.01042514,0,0,0.750610054
YHL009C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHL010C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YHL011C,0.038192515,0.143518519,0.358223524,0.005481333,0.05141171,0.013681457,0.001963542,0.358223524
YHL015W,0.033276084,0.143518519,0.358223524,0.004775734,0.05141171,0.011920276,0.00171078,0.358223524
YHL017W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YHL018W,0,0.143518519,0,0,0,0,0,0.143518519
YHL019C,0,0.143518519,0,0,0,0,0,0.143518519
YHL020C,0,0.143518519,0.496339678,0,0.071233936,0,0,0.496339678
YHL021C,0.03719628,0.143518519,0,0.005338355,0,0,0,0.143518519
YHL022C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHL023C,0,0.143518519,0.122986823,0,0.017650887,0,0,0.143518519
YHL024W,0,0.143518519,0,0,0,0,0,0.143518519
YHL025W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHL026C,0,0.143518519,0,0,0,0,0,0.143518519
YHL027W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHL030W,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YHL031C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YHL032C,0,0.143518519,0,0,0,0,0,0.143518519
YHL033C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YHL034C,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YHL035C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YHL036W,0,0.143518519,0,0,0,0,0,0.143518519
YHL039W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YHL042W,0.060386755,0.143518519,0,0.008666618,0,0,0,0.143518519
YHL043W,0,0.143518519,0,0,0,0,0,0.143518519
YHL044W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YHL045W,0,0.143518519,0,0,0,0,0,0.143518519
YHL046C,0,0.143518519,0,0,0,0,0,0.143518519
YHL047C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YHL048W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHL049C,0,0.143518519,0,0,0,0,0,0.143518519
YHR001W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YHR003C,0,0.143518519,0,0,0,0,0,0.143518519
YHR005C,0,0.143518519,0.509272816,0,0.07309008,0,0,0.509272816
YHR005C-A,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YHR007C,0,0.143518519,0,0,0,0,0,0.143518519
YHR008C,0,0.143518519,0,0,0,0,0,0.143518519
YHR009C,0,0.143518519,0.462176672,0,0.066330911,0,0,0.462176672
YHR011W,0.05985601,0.143518519,0,0.008590446,0,0,0,0.143518519
YHR012W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR013C,0.046422103,0.143518519,0.358223524,0.006662431,0.05141171,0.016629489,0.00238664,0.358223524
YHR014W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YHR015W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YHR016C,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YHR018C,0.045862037,0.143518519,0,0.006582052,0,0,0,0.143518519
YHR019C,0.050392715,0.143518519,0.358223524,0.007232288,0.05141171,0.018051856,0.002590776,0.358223524
YHR020W,0,0.013888889,0,0,0,0,0,0.013888889
YHR022C,0,0.143518519,0,0,0,0,0,0.143518519
YHR023W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR024C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR025W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR026W,0.042010181,0.143518519,0,0.006029239,0,0,0,0.143518519
YHR027C,0.023818671,0.013888889,0,0.000330815,0,0,0,0.023818671
YHR030C,0,0,0,0,0,0,0,0
YHR033W,0.127318506,0.134259259,0.358223524,0.017093688,0.048094825,0.045608484,0.006123361,0.358223524
YHR034C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR035W,0,0.143518519,0,0,0,0,0,0.143518519
YHR038W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR039C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YHR039C-A,0,0.143518519,0,0,0,0,0,0.143518519
YHR040W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR041C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR042W,0.080100767,0.143518519,0.509272816,0.011495943,0.07309008,0.040793143,0.005854571,0.509272816
YHR043C,0,0.143518519,0,0,0,0,0,0.143518519
YHR044C,0,0.143518519,0,0,0,0,0,0.143518519
YHR045W,0,0.143518519,0,0,0,0,0,0.143518519
YHR046C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR047C,0,0.143518519,0,0,0,0,0,0.143518519
YHR048W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR049W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YHR050W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YHR051W,0,0.143518519,0,0,0,0,0,0.143518519
YHR052W,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YHR053C,0,0.143518519,0,0,0,0,0,0.143518519
YHR056C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR057C,0,0.143518519,0,0,0,0,0,0.143518519
YHR058C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR059W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR060W,0,0.143518519,0,0,0,0,0,0.143518519
YHR061C,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YHR062C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR063C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YHR064C,0.067078126,0.143518519,0.358223524,0.009626953,0.05141171,0.024028963,0.003448601,0.358223524
YHR065C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YHR066W,0.069749137,0.143518519,0.39238653,0.010010293,0.056314734,0.027368622,0.003927904,0.39238653
YHR067W,0,0.143518519,0,0,0,0,0,0.143518519
YHR068W,0,0.143518519,0,0,0,0,0,0.143518519
